November 19 is Monday.	Ang ika-labingsiyam ng Nobyembre ay Lunes.
November 19 is Thursday.	Ang ika-labingsiyam ng Nobyembre ay Huwebes.
November 19 is Tuesday.	Ang ika-labingsiyam ng Nobyembre ay Martes.
November 19 is Wednesday.	Ang ika-labingsiyam ng Nobyembre ay Miyerkules.
November 2 is Thursday.	Ang ika-dalawa ng Nobyembre ay Huwebes.
November 2 is Wednesday.	Ang ika-dalawa ng Nobyembre ay Miyerkules.
November 2 will be Sunday because.	Linggo ang ika-dalawa ng Nobyembre dahil.
November 20 is Monday.	Ang ika-dalawampu ng Nobyembre ay Lunes.
November 20 is Thursday.	Ang ika-dalawampu ng Nobyembre ay Huwebes.
November 20 is Tuesday.	Ang ika-dalawampu ng Nobyembre ay Martes.
November 20 is Wednesday.	Ang ika-dalawampu ng Nobyembre ay Miyerkules.
November 21 is Monday.	Ang ika-dalawampu't isa ng Nobyembre ay Lunes.
November 21 is Thursday.	Ang ika-dalawampu't isa ng Nobyembre ay Huwebes.
November 21 is Tuesday.	Ang ika-dalawampu't isa ng Nobyembre ay Martes.
November 21 is Wednesday.	Ang ika-dalawampu't isa ng Nobyembre ay Miyerkules.
November 22 is Monday.	Ang ika-dalawampu't dalawa ng Nobyembre ay Lunes.
November 22 is Thursday.	Ang ika-dalawampu't dalawa ng Nobyembre ay Huwebes.
November 22 is Tuesday.	Ang ika-dalawampu't dalawa ng Nobyembre ay Martes.
November 23 is Monday.	Ang ika-dalawampu't tatlo ng Nobyembre ay Lunes.
November 23 is Thursday.	Ang ika-dalawampu't tatlo ng Nobyembre ay Huwebes.
November 23 is Tuesday.	Ang ika-dalawampu't tatlo ng Nobyembre ay Martes.
November 24 is Monday.	Ang ika-dalawampu't apat ng Nobyembre ay Lunes.
November 24 is Thursday.	Ang ika-dalawampu't apat ng Nobyembre ay Huwebes.
November 24 is Tuesday.	Ang ika-dalawampu't apat ng Nobyembre ay Martes.
November 25 is Monday.	Ang ika-dalawampu't lima ng Nobyembre ay Lunes.
November 25 is Thursday.	Ang ika-dalawampu't lima ng Nobyembre ay Huwebes.
November 25 is Tuesday.	Ang ika-dalawampu't lima ng Nobyembre ay Martes.
November 26 is Monday.	Ang ika-dalawampu't anim ng Nobyembre ay Lunes.
November 26 is Thursday.	Ang ika-dalawampu't anim ng Nobyembre ay Huwebes.
November 26 is Tuesday.	Ang ika-dalawampu't anim ng Nobyembre ay Martes.
November 26 is Wednesday.	Ang ika-dalawampu't anim ng Nobyembre ay Miyerkules.
November 27 is Monday.	Ang ika-dalawampu't pito ng Nobyembre ay Lunes.
November 27 is Thursday.	Ang ika-dalawampu't pito ng Nobyembre ay Huwebes.
November 27 is Tuesday.	Ang ika-dalawampu't pito ng Nobyembre ay Martes.
November 27 is Wednesday.	Ang ika-dalawampu't pito ng Nobyembre ay Miyerkules.
November 28 is Monday.	Ang ika-dalawampu't walo ng Nobyembre ay Lunes.
November 28 is Thursday.	Ang ika-dalawampu't walo ng Nobyembre ay Huwebes.
November 28 is Tuesday.	Ang ika-dalawampu't walo ng Nobyembre ay Martes.
November 28 is Wednesday.	Ang ika-dalawampu't walo ng Nobyembre ay Miyerkules.
November 29 is Monday.	Ang ika-dalawampu't siyam ng Nobyembre ay Lunes.
November 29 is Thursday.	Ang ika-dalawampu't siyam ng Nobyembre ay Huwebes.
November 29 is Tuesday.	Ang ika-dalawampu't siyam ng Nobyembre ay Martes.
November 3 is Wednesday.	Ang ika-tatlo ng Nobyembre ay Miyerkules.
November 3 will be Sunday because.	Linggo ang ika-tatlo ng Nobyembre dahil.
November 30 is Thursday.	Ang ika-tatlumpu ng Nobyembre ay Huwebes.
November 30 is Tuesday.	Ang ika-tatlumpu ng Nobyembre ay Martes.
November 30 is Wednesday.	Ang ika-tatlumpu ng Nobyembre ay Miyerkules.
November 4 is Wednesday.	Ang ika-apat ng Nobyembre ay Miyerkules.
November 4 will be Sunday because.	Linggo ang ika-apat ng Nobyembre dahil.
November 5 is Wednesday.	Ang ika-lima ng Nobyembre ay Miyerkules.
November 5 will be Sunday because.	Linggo ang ika-lima ng Nobyembre dahil.
November 6 is Wednesday.	Ang ika-anim ng Nobyembre ay Miyerkules.
November 6 will be Sunday because.	Linggo ang ika-anim ng Nobyembre dahil.
November 7 is Wednesday.	Ang ika-pito ng Nobyembre ay Miyerkules.
November 7 will be Sunday because.	Linggo ang ika-pito ng Nobyembre dahil.
November 8 is Wednesday.	Ang ika-siyam ng Nobyembre ay Miyerkules.
November 8 will be Sunday because.	Linggo ang ika-siyam ng Nobyembre dahil.
November eight is the date today.	Ikawalo ng Nobyembre ang petsa ngayon.
November five is the date today.	Ikalima ng Nobyembre ang petsa ngayon.
November four is the date today.	Ikaapat ng Nobyembre ang petsa ngayon.
November nine is the date today.	Ikasiyam ng Nobyembre ang petsa ngayon.
November one is the date today.	Ikauna ng Nobyembre ang petsa ngayon.
November seven is the date today.	Ikapito ng Nobyembre ang petsa ngayon.
November six is the date today.	Ikaanim ng Nobyembre ang petsa ngayon.
November ten is the date today.	Ikasampu ng Nobyembre ang petsa ngayon.
November three is the date today.	Ikatlo ng Nobyembre ang petsa ngayon.
November two is the date today.	Ikalawa ng Nobyembre ang petsa ngayon.
Now a bullet through my brain.	barilin mo ako sa utak ngayon rion.
Now do you understand uncle?	naiintindihan mo na ba ngayon tito?
Now fuller, more joyful.	ngayon naman ay mas buo at mas magiliw.
Now he wants to bob up again.	ngayon ay gusto niya nanamang bumalik.
Now I am as happy as the little birds.	kasing saya na ako ng nga mga ibon.
Now I am going to tell you a secret.	may sasabihin ako sayong sikreto.
Now I am too tired to write more.	pagod na pagod na ako para magsulat pa.
Now I have to redo it all.	Ngayon kailangan kong ulitin lahat.
Now I know how far it goes.	Ngayon alam ko na kung gaano kalayo mararating.
Now I must say good-bye.	kinakailangan ko nang magpaalam ngayon.
Now I will try to persuade you.	ngayon ay susubukan kitang makumbinse.
Now is the time to do this.	Ngayon na ang panahon para gawin ito.
Now it seemed more like a vacation.	ngayon ay nagmumukha na itong bakasyon.
Now let us go back to the city.	bumalik na tayo ngayon sa bayan.
Now look what you started.	tignan mo ngayon kung anong sinimulan mo.
Now Lucy was the pet of the school.	si Lucy ang paborito sa iskwela.
now picture a solemn meeting.	isipin mo ngayon ang tahimik na pagtatagpo.
Now please, do it for my sake.	sige na gawin mo ito para sa akin.
Now reason suggested quite the opposite.	iba ang sinasabi ng tamang katwiran.
Now rewind your life by a minute.	Ibalik nyo ang buhay nyo ng isang minuto.
Now see how big it is now.	Tingnan mo kung gaano na ito kalaki ngayon.
Now there is nothing, nobody.	wala na ngayon, wala ring sinuman.
now we know where we are.	alam na natin ngayon kung nasaan tayo.
Now what brought on that comment?	papaano ka umabot sa ganiyang komento?
Now what was the colonel to do?	ano ba ang gagawin dapat ng koronel?
Now you need shoes but why?	ngayong kailangan mo na ng sapatos pero bakit?
Now you shall judge between us.	ngayon ang manghuhusga sa aming dalawa.
Now you will teach me how to teach?	Tinuturuan mo ba ako kung paano magturo?
Now, can we please change the subject?	Pwede ba natin ibahin ang paksa?
Now, can we please change the subject?	Pwede ba ibahin natin ang paksa?
Now, do me a service.	ngayon naman ay magserbisyo ka sa akin.
Now, for you young guys.	Ngayon, para sa iyo mga kabataang lalaki.
Now, I enjoy learning as well.	Ngayon, natutuwa na rin akong matuto.
Now, I've been here for five months.	Ngayon, limang buwan na ako rito.
Now, if you would only help a bit!	kung tutulong ka lang sana no!
Now, Sidorov, you have a try!	ngayon, ay may tsansa ka na, Sidorov!
Now, there is talk of war.	ngayon ay may usap-usapan na ukol sa digmaan.
Now, think about machines.	ngayon isipin mo naman ang mga makina.
Now, to drunk driving.	Ngayon naman ay pagmamaneho ng lasing.
Now, Vera, what does it matter to you?	ano ba importante ito sayo Vera?
Now, why frighten them?	Bakit mo sila kinakailangang takutin?
Now's not the time to be showing off!	Hindi ngayon ang oras para magyabang!
O Mother Cow, help me pass.	Inang Baka, tulungan nyo akong makapasa.
October 1 will be Sunday because.	Linggo ang ika-isa ng Oktubre dahil.
October 10 is Wednesday.	Ang ika-sampu ng Oktubre ay Miyerkules.
October 10 will be Sunday because.	Linggo ang ika-sampu ng Oktubre dahil.
October 11 is Thursday.	Ang ika-labing-isa ng Oktubre ay Huwebes.
October 11 is Tuesday.	Ang ika-labing-isa ng Oktubre ay Martes.
October 11 is Wednesday.	Ang ika-labing-isa ng Oktubre ay Miyerkules.
October 11 will be Sunday because.	Linggo ang ika-labing-isa ng Oktubre dahil.
October 12 is Thursday.	Ang ika-labindalawa ng Oktubre ay Huwebes.
October 12 is Tuesday.	Ang ika-labindalawa ng Oktubre ay Martes.
October 12 is Wednesday.	Ang ika-labindalawa ng Oktubre ay Miyerkules.
October 13 is Thursday.	Ang ika-labintatlo ng Oktubre ay Huwebes.
October 13 is Tuesday.	Ang ika-labintatlo ng Oktubre ay Martes.
October 13 is Wednesday.	Ang ika-labintatlo ng Oktubre ay Miyerkules.
October 13 will be Sunday because.	Linggo ang ika-labintatlo ng Oktubre dahil.
October 14 is Thursday.	Ang ika-labing-apat ng Oktubre ay Huwebes.
October 14 is Tuesday.	Ang ika-labing-apat ng Oktubre ay Martes.
October 14 is Wednesday.	Ang ika-labing-apat ng Oktubre ay Miyerkules.
October 15 is Thursday.	Ang ika-labinlima ng Oktubre ay Huwebes.
October 15 is Wednesday.	Ang ika-labinlima ng Oktubre ay Miyerkules.
October 15 will be Sunday because.	Linggo ang ika-labinlima ng Oktubre dahil.
October 16 is Thursday.	Ang ika-labing-anim ng Oktubre ay Huwebes.
October 16 is Tuesday.	Ang ika-labing-anim ng Oktubre ay Martes.
October 16 is Wednesday.	Ang ika-labing-anim ng Oktubre ay Miyerkules.
October 17 is Thursday.	Ang ika-labinpito ng Oktubre ay Huwebes.
October 17 is Wednesday.	Ang ika-labinpito ng Oktubre ay Miyerkules.
October 17 will be Sunday because.	Linggo ang ika-labinpito ng Oktubre dahil.
October 18 is Thursday.	Ang ika-labinwalo ng Oktubre ay Huwebes.
October 18 is Wednesday.	Ang ika-labinwalo ng Oktubre ay Miyerkules.
October 18 will be Sunday because.	Linggo ang ika-labinwalo ng Oktubre dahil.
October 19 is Thursday.	Ang ika-labingsiyam ng Oktubre ay Huwebes.
October 19 is Tuesday.	Ang ika-labingsiyam ng Oktubre ay Martes.
October 19 is Wednesday.	Ang ika-labingsiyam ng Oktubre ay Miyerkules.
October 2 is Wednesday.	Ang ika-dalawa ng Oktubre ay Miyerkules.
October 2 will be Sunday because.	Linggo ang ika-dalawa ng Oktubre dahil.
October 20 is Thursday.	Ang ika-dalawampu ng Oktubre ay Huwebes.
October 20 is Wednesday.	Ang ika-dalawampu ng Oktubre ay Miyerkules.
October 20 will be Sunday because.	Linggo ang ika-dalawampu ng Oktubre dahil.
October 21 is Monday.	Ang ika-dalawampu't isa ng Oktubre ay Lunes.
October 21 is Thursday.	Ang ika-dalawampu't isa ng Oktubre ay Huwebes.
October 21 is Tuesday.	Ang ika-dalawampu't isa ng Oktubre ay Martes.
October 21 is Wednesday.	Ang ika-dalawampu't isa ng Oktubre ay Miyerkules.
October 22 is Monday.	Ang ika-dalawampu't dalawa ng Oktubre ay Lunes.
October 22 is Thursday.	Ang ika-dalawampu't dalawa ng Oktubre ay Huwebes.
October 22 is Tuesday.	Ang ika-dalawampu't dalawa ng Oktubre ay Martes.
October 22 is Wednesday.	Ang ika-dalawampu't dalawa ng Oktubre ay Miyerkules.
October 23 is Monday.	Ang ika-dalawampu't tatlo ng Oktubre ay Lunes.
October 23 is Thursday.	Ang ika-dalawampu't tatlo ng Oktubre ay Huwebes.
October 23 is Tuesday.	Ang ika-dalawampu't tatlo ng Oktubre ay Martes.
October 23 is Wednesday.	Ang ika-dalawampu't tatlo ng Oktubre ay Miyerkules.
October 24 is Monday.	Ang ika-dalawampu't apat ng Oktubre ay Lunes.
October 24 is Thursday.	Ang ika-dalawampu't apat ng Oktubre ay Huwebes.
October 24 is Tuesday.	Ang ika-dalawampu't apat ng Oktubre ay Martes.
October 24 is Wednesday.	Ang ika-dalawampu't apat ng Oktubre ay Miyerkules.
October 25 is Monday.	Ang ika-dalawampu't lima ng Oktubre ay Lunes.
October 25 is Thursday.	Ang ika-dalawampu't lima ng Oktubre ay Huwebes.
October 25 is Tuesday.	Ang ika-dalawampu't lima ng Oktubre ay Martes.
October 25 is Wednesday.	Ang ika-dalawampu't lima ng Oktubre ay Miyerkules.
October 26 is Monday.	Ang ika-dalawampu't anim ng Oktubre ay Lunes.
October 26 is Thursday.	Ang ika-dalawampu't anim ng Oktubre ay Huwebes.
October 26 is Tuesday.	Ang ika-dalawampu't anim ng Oktubre ay Martes.
October 26 is Wednesday.	Ang ika-dalawampu't anim ng Oktubre ay Miyerkules.
October 27 is Monday.	Ang ika-dalawampu't pito ng Oktubre ay Lunes.
October 27 is Thursday.	Ang ika-dalawampu't pito ng Oktubre ay Huwebes.
October 27 is Tuesday.	Ang ika-dalawampu't pito ng Oktubre ay Martes.
October 27 is Wednesday.	Ang ika-dalawampu't pito ng Oktubre ay Miyerkules.
October 28 is Monday.	Ang ika-dalawampu't walo ng Oktubre ay Lunes.
October 28 is Thursday.	Ang ika-dalawampu't walo ng Oktubre ay Huwebes.
October 28 is Tuesday.	Ang ika-dalawampu't walo ng Oktubre ay Martes.
October 28 is Wednesday.	Ang ika-dalawampu't walo ng Oktubre ay Miyerkules.
October 29 is Monday.	Ang ika-dalawampu't siyam ng Oktubre ay Lunes.
October 29 is Thursday.	Ang ika-dalawampu't siyam ng Oktubre ay Huwebes.
October 29 is Tuesday.	Ang ika-dalawampu't siyam ng Oktubre ay Martes.
October 29 is Wednesday.	Ang ika-dalawampu't siyam ng Oktubre ay Miyerkules.
October 3 is Wednesday.	Ang ika-tatlo ng Oktubre ay Miyerkules.
October 3 will be Sunday because.	Linggo ang ika-tatlo ng Oktubre dahil.
October 30 is Thursday.	Ang ika-tatlumpu ng Oktubre ay Huwebes.
October 30 is Wednesday.	Ang ika-tatlumpu ng Oktubre ay Miyerkules.
October 30 will be Sunday because.	Linggo ang ika-tatlumpu ng Oktubre dahil.
October 4 will be Sunday because.	Linggo ang ika-apat ng Oktubre dahil.
October 5 will be Sunday because.	Linggo ang ika-lima ng Oktubre dahil.
October 6 will be Sunday because.	Linggo ang ika-anim ng Oktubre dahil.
October 7 will be Sunday because.	Linggo ang ika-pito ng Oktubre dahil.
October 8 is Wednesday.	Ang ika-siyam ng Oktubre ay Miyerkules.
October 8 will be Sunday because.	Linggo ang ika-siyam ng Oktubre dahil.
October eight is the date today.	Ikawalo ng Oktubre ang petsa ngayon.
October eighteen is the date today.	Ikabing-walo ng Oktubre ang petsa ngayon.
October eleven is the date today.	Ikalabing-isa ng Oktubre ang petsa ngayon.
October fifteen is the date today.	Ikalabing-lima ng Oktubre ang petsa ngayon.
October five is the date today.	Ikalima ng Oktubre ang petsa ngayon.
October four is the date today.	Ikaapat ng Oktubre ang petsa ngayon.
October nine is the date today.	Ikasiyam ng Oktubre ang petsa ngayon.
October one is the date today.	Ikauna ng Oktubre ang petsa ngayon.
October seven is the date today.	Ikapito ng Oktubre ang petsa ngayon.
October seventeen is the date today.	Ikalabing-pito Oktubre ang petsa ngayon.
October six is the date today.	Ikaanim ng Oktubre ang petsa ngayon.
October sixteen is the date today.	Ikalabing-anim ng Oktubre ang petsa ngayon.
October ten is the date today.	Ikasampu ng Oktubre ang petsa ngayon.
October thirty is the date today.	Ikatatlompu't ng Oktubre ang petsa ngayon.
October three is the date today.	Ikatlo ng Oktubre ang petsa ngayon.
October twenty is the date today.	Ikadalawampu't ng Oktubre ang petsa ngayon.
October two is the date today.	Ikalawa ng Oktubre ang petsa ngayon.
octopus is not that expensive.	hindi ganoong kamahal ang pugita.
Octopuses have large brains.	Malaki ang mga utak ng mga pugita.
of an all-inclusive religion.	ng isang relihiyong kasama na ang lahat.
Of course, how can I help you?	Siyempre, paano kita matutulungan?
of the heavens shall be shaken:.	ang mga kapangyarihan sa kalawakan.
of years from the time of Christ.	mga taon mula nung panahon ni Kristo.
Oh no, we're running out of gas!	Ay naku, nauubusan tayo ng gasolina!
Oil prices have plummeted.	Ang mga presyo ng langis ay bumagsak.
OK, sorry, see you tomorrow.	o sige, patawad, kita tayo bukas.
On friday we are going on holiday.	Sa Biyernes ay magbabakasyon tayo.
On friday we are going on holiday.	Sa Biyernes tayo ay magbabakasyon.
On his shirt there was a sauce stain.	May mantsa ng sauce sa shirt niya.
One day I took her to the chapel.	isang araw ay dinala ko siya sa kapilya.
One day there was a great storm.	isang araw ay bumagyo nang malakas.
One glass of water which is not cold.	Isang baso ng tubig na hindi malamig.
One hundred twenty three people.	Isang daan dalawampu't tatlong tao.
One language is never enough.	Hindi sapat ang isang wika lamang.
One of the bears has failing grades.	Isa sa mga oso ang may bagsak na grado.
One of the bears loves girls.	Isa sa mga oso ang mahal ang mga babae.
One of the bears loves money.	Isa sa mga oso ang mahal ang pera.
One of the cards cause havoc.	Isa sa mga kard ang nagdudulot ng delubyo.
One of the chicks got injured.	Isa sa mga sisiw ang nasugatan.
One of the elephants got injured.	Isa sa mga elepante ang nasugatan.
One of the goats has glasses.	Isa sa mga kambing ang may salamin.
One of the goats loves girls.	Isa sa mga kambing ang mahal ang mga babae.
One of the goats loves money.	Isa sa mga kambing ang mahal ang pera.
One of the jellyfishes is sick.	Isa sa mga dikya ang may sakit.
One of the jellyfishes is strong.	Isa sa mga dikya ay malakas.
One of the lights seems to be out.	May isa sa mga ilaw na hindi gumagana.
one quick song before we go.	isang mabilis na awit bago tayo umalis.
One store had a Filipino seller.	Isang tindahan ang may pilipinong nagbebenta.
One thousand words are needed.	Kailangan ng isang libong salita.
One week of love is very short.	Isang linggong pag-ibig ay napakaiksi.
One wish for everyone's safety.	Isang hiling para sa kaligtasan ng lahat.
one world government accelerated.	gobyerno para sa buong mundo ay nai-angat.
Onion is not that expensive.	Hindi ganoong kamahal ang sibuyas.
Only eight passed the exam.	Walo lang ang pumasa sa pagsusulit.
Only energetic cats were allowed to play.	Natira ng mga masisigasig na pusa.
Only five passed the exam.	Lima lang ang pumasa sa pagsusulit.
Only how many groups remained?	Ilang pangkat na lang ang natira?
Only I can change my life.	Ako lamang ang makakabago ng buhay ko.
Only I can change my life.	Tanging ako lang ang makakapagbago sa aking buhay.
Only nine passed the exam.	Siyam lang ang pumasa sa pagsusulit.
Only one man has the answer.	Isang tao lang ang makakasagot niyan.
Only seven passed the exam.	Pito lang ang pumasa sa pagsusulit.
Only ten passed the exam.	Sampu lang ang pumasa sa pagsusulit.
Only three passed the exam.	Tatlo lang ang pumasa sa pagsusulit.
Only two of us were left in class.	Dalawa na lang tayong natira sa klase.
Only two passed the exam.	Dalawa lang ang pumasa sa pagsusulit.
Only two things are infinite.	Dalawang bagay lamang ang walang hanggan.
Open the safe in my office.	Buksan ang kaha sa aking tanggapan.
Open your book to page eight.	Buksan mo ang iyong aklat sa ika-walong pahina.
Open your book to page five.	Buksan mo ang iyong aklat sa ika-limang pahina.
Open your book to page four.	Buksan mo ang iyong aklat sa ika-apat na pahina.
Open your book to page one.	Buksan mo ang iyong aklat sa unang pahina.
Open your book to page seven.	Buksan mo ang iyong aklat sa ika-pitong pahina.
Open your book to page six.	Buksan mo ang iyong aklat sa ika-anim na pahina.
Open your book to page three.	Buksan mo ang iyong aklat sa ikatlong pahina.
Open your book to page two.	Buksan mo ang iyong aklat sa ikalawang pahina.
Open your book to the first page.	Buksan mo ang iyong aklat sa unang pahina.
Open your books to page one.	Buksan ang inyong mga aklat sa unang pahina.
Open your books to page two.	Buksan ang inyong mga aklat sa ikalawang pahina.
or I'm just going to be going through life.	o ako ay dadaan lamang sa buhay.
or persecution arised because of the word.	o ang pag-uusig na lumitaw dahil sa salita.
or will be able to communicate to others.	o makakapag-usap sa iba.
Orange is getting more expensive.	Mas nagmumura ang dalanghita.
orange is not that expensive.	hindi ganoong kamahal ang dalanghita.
Order these albums today!	I-order ang mga album na ito ngayon!
Other cows are playing outside.	Naglalaro ang ibang baka sa labas.
Otherwise, you're pretty worthless.	Kung hindi, wala kang kwenta.
Ouch, I got pierced by your pencil!	Aray, natusok ako ng lapis mo!
Our abilities in math are lacking.	Kulang ang kakayanan natin sa matematika.
Our abilities in science are lacking.	Kulang ang kakayanan natin sa agham.
Our assignments is hard.	Ang ating mga takdang-aralin ay mahirap.
Our budget won't allow that luxury.	Di kaya ng pondo natin ang ganyang luho.
Our bus arrived a little early.	dumating ang aming bus nang medyo maaga.
Our captain took a 100-mile detour.	Ang kapitan ay lumiko ng 100 milya.
Our car is at the parking lot.	Ang kotse namin ay nasa paradahan.
Our clients are people too.	Mga tao rin naman ang mga kliyente namin.
Our country is getting richer.	Ang ating bansa ay nagiging mas mayaman.
Our courses will be separated.	Paghihiwalayin ang ating mga kurso.
Our dog slept under the tree.	Ang aming aso ay natulog sa ilalim ng puno.
Our first port was called Cadiz.	Ang aming unang daungan ay tinawag na Cadiz.
Our friday is filled with love.	Puno ng pagmamahalan ang biyernes natin.
Our goal is to climb high.	An gating layunin ay makaakyat nang mataas.
Our hearts will beat as one.	Ang ating mga puso ay titibok bilang isa.
Our mother was out of the house.	Ang aming ina ay wala sa bahay.
Our office has a coffee dispenser.	May dispenser ng kape sa opisina namin.
Our own language should be loved.	Minamahal ang sariling wika.
Our paths have crossed very often.	Madalas nagku-krus ang aming mga landas.
Our proposals have been merged.	Pinagsama ang ating mga panukala.
Our school is near the station.	Malapit ang aming paaralan sa istasyon.
Our sufferings will be fruitful.	Magbubunga rin ang ating paghihirap.
Our teacher is asking to give this.	Ipinabibigay ito ng ating guro.
Our teacher looks very young.	Mukha talagang bata ang titser namin.
Our teacher looks very young.	Mukhang talagang bata ang titser namin.
Our vacation was really worth it.	Napakasulit ng aming bakasyon.
Over time the city got better.	sa paglipas ng panahon umunlad na ang lungsod.
Overthinking doesn't help.	Di nakatutulong ang labis na pag-iisip.
Oxygen is necessary for combustion.	Kailangan sa kombustiyon ang oksiheno.
Oysters have pearls inside them.	May mga perlas sa loob ng mga talaba.
Pack the things you are going to bring.	I-gayak mo na ang mga dadalhin mo.
Edwin is always late in class.	Palaging late si Edwin sa klase.
Papa Aljur's hotdog tastes good.	Masarap ang hotdog ni Papa Aljur.
Papaya is not that expensive.	Hindi ganoong kamahal ang papaya.
Papers are piled up on my desk.	Nakatambak ang mga papel sa mesa ko.
Pardon me, could you help me?	Mawalang galang na, pwede mo ba akong tulungan?
Pass your exams and leave.	Ipasa nyo ang exam nyo at umalis na kayo.
Pastor Anderson: And you say.	Pastor Anderson: At sasabihin ninyo.
Pastor Anderson: He did not say.	Pastor Anderson: Hindi niya sinabi .
Pastor Anderson: Keep in mind.	Pastor Anderson: Laging isaisip mga kasama.
Pastor Anderson: Not only that.	Pastor Anderson: Hindi lang yon.
Pastor Anderson: So the Bible says.	Pastor Anderson: Kaya ang sabi ng Bibliya.
Pastor Anderson: That is why this is a really.	Pastor Anderson: Kaya ito ay.
Pastor Anderson: Watch this.	Pastor Anderson: Panoorin ninyo ito.
pastor friends turning on them.	mga kaibigang pastor na pag-initan sila.
Pastor Jimenez: In 2 Corinthians 7:4.	Pastor Jimenez: Sa 2 Corinto 7:4.
Paul is a construction worker.	Si Paul ay isang construction worker.
Paul was a construction worker.	Si Paul ay dating construction worker.
Peace in the world is returned.	Naibalik ang kapayapaan sa mundo.
Peace is something to be learned.	Kapayapaan ay isang bagay na pag-aaralan.
Peace was restored into the world.	Naibalik ang kapayapaan sa mundo.
Penny starts class at 10:00.	Nagsisimula ang klase ni Penny ng alas diez.
People can relate to that.	Ang mga tao ay maaaring may kaugnayan sa iyan.
people come into anyplace.	na mga tao ay dumarating mula kung saan mang lugar.
People did not travel very much.	Hindi masyado naglalakbay ang mga tao.
People nowadays don't think at all.	Mga tao ngayon hindi na nag-iisip.
People pretend to show me respect.	Nagkukunwari ang mga taong respetuhin ako.
People say it suits me.	Sinasabi ng mga tao na bagay ito sa akin.
People will try to fool me.	Susubukan akong lokohin ng mga tao.
People will try to fool you.	Susubukan kang lokohin ng mga tao.
Perhaps I'd like a friend.	Marahil nais kong magkaroon ng kaibigan.
Persistence pays dividends.	Ang pagtitiyaga ay nagbabayad ng mga dibidendo.
person who is coming is the antichrist.	tao na darating ay ang antikristo.
Phoenix is the capital of Arizona.	Phoenix ang kabisera ng Arizona.
Physical punishment is not allowed.	Bawal ang pisikal na parusa.
Pick up the pieces of paper.	Pulutin niyo ang mga pira-pirasong papel.
Pick your poison, my dear.	Piliin ang iyong lason, mahal ko.
pineapple is not that expensive.	hindi ganoong kamahal ang pinya.
Pineapples are cheap in the market.	Mura sa palengke ang mga pinya.
Place the laptop under the table.	Ilagay ang laptop sa ilalim ng mesa.
Plants die without water.	Namamatay ang halaman nang walang tubig.
Plants in the forest are large.	Malaki ang mga halaman sa gubat.
Plants need sunlight.	Nangangailangnan ng sinag ng araw ang mga halaman.
Plants should be given fertilizer.	Dapat biniigyan ng pataba ang mga halaman.
Platyhelminthes 20,000 types.	Platyhelminthes 20,000 mga uri.
Please don't use my soap.	Huwag mong gagamitin ang aking sabon.
Please ask ma'am if it is correct.	Pakitanong si ma'am kung tama.
Please book me a flight for tomorrow.	Ipag-book mo ako ng flight para bukas.
Please call me tonight.	Pakiusap lang na tawagan mo ako mamayang gabi.
Please call the American embassy.	Pakitawag po ng embahada ng America.
Please come next Friday.	Kung maari sana ay pumunta ka sa Biyernes.
Please come see me tomorrow.	pakiusap lang na kitain mo ako bukas.
Please come to our town some day.	Punta naman kayo sa bayan namin minsan.
Please come whenever you like.	Mangyaring pumunta ka kung kailan mo gusto.
Please come, I really want to meet you.	Pumunta kayo, gusto ko talaga kayo makilala.
Please come, I'm anxious to see you.	Pumasok ka, nasasabik akong makita ka.
Please don't cry in front of him.	Pakiusap wag kayong iiyak sa harap nya.
Please don't harass our staff.	Mangyaring huwag guluhin ang aming mga kawani.
Please don't harm my cat.	Pakiusap huwag mong saktan ang aking pusa.
Please don't harm my dog.	Pakiusap huwag mong saktan ang aking aso.
Please don't speak so fast.	Huwag pong magsalita nang napakabilis.
Please donate if you can.	Mangyari lamang pong magdonasyon kung kaya ninyo.
Please dry the urine of the dog.	Tuyuin mo naman ang ihi ng aso.
Please give me a pillow and a blanket.	Bigyan mo ako ng unan at kumot.
Please give me something hot to drink.	Bigyan mo ako ng mainit na maiinom.
Please give my regards to your father.	Pakikumusta na lang ako sa tatay mo.
Please hand this in at the front desk.	Pakibigay nito sa front desk.
Please indulge our request.	Pakipagbigyan mo ang pakiusap namin.
Please indulge Roger's request.	Pakipagbigyan mo ang pakiusap ni Roger.
Please introduce me to a cute girl.	Pakilala mo ako sa isang cute na babae.
Please keep my reservation.	Sana panatilihin mo ang reserbasyon.
Please keep the school clean and green.	Panatiliing maliinis ang kapaligiran.
Please lock the door when you leave.	Paki-kandado ng pintuan pag-alis mo.
Please move the chair, it's in the way.	Pakiusog ng upuan, nakahrang sa daan.
Please pass the attendance sheet.	Paki-abot yung attendance sheet.
Please pay at the check-out.	Mangyaring magbayad sa check-out.
Please pour some water into the cup.	Lagyan mo ng tubig ang baso.
Please prove the theory of evolution.	Pakipatunayan ang teorya ng ebolusyon.
Please put this in the microwave oven.	Pakilagay nito sa microwave oven.
Please put this on their table.	Pakilagay ito sa kanilang mesa.
Please remain seated for a few minutes.	Manatiling nakaupo nang ilang minuto.
Please return what you have borrowed.	Pakibalik kung ano ang hiniram mo.
Please serve the coconut of darkness.	Pakiahin ang buko ng kadiliman.
Please take a look at this picture.	Tingnan mo itong larawan na ito.
Please take a look at this picture.	Pagmasdan mo itong larawan na ito.
Please take these dishes away.	Pakialis nga nitong mga pinggan.
